time_s,T_r,T_jin,T_jout,T_amb,flow_kg_s,Q_calib_W
285.0,21.2010,20.0000,21.0744,21.00,0.0010,25.00
290.0,21.1996,20.0172,21.0983,21.00,0.0010,25.00
295.0,21.2815,19.9768,21.1647,21.00,0.0010,25.00
300.0,21.2731,19.9800,21.1968,21.00,0.0010,25.00
305.0,21.3441,19.9946,21.2577,21.00,0.0010,25.00
310.0,21.3976,20.0001,21.2806,21.00,0.0010,25.00
315.0,21.4491,20.0069,21.3219,21.00,0.0010,25.00
320.0,21.4941,20.0047,21.3745,21.00,0.0010,25.00
325.0,21.5377,19.9962,21.4171,21.00,0.0010,25.00
330.0,21.5562,20.0102,21.4538,21.00,0.0010,25.00
335.0,21.5948,20.0103,21.4718,21.00,0.0010,25.00
340.0,21.6616,20.0018,21.5329,21.00,0.0010,25.00
345.0,21.6805,20.0096,21.5556,21.00,0.0010,25.00
350.0,21.6982,20.0027,21.6062,21.00,0.0010,25.00
355.0,21.7400,19.9944,21.6270,21.00,0.0010,25.00
360.0,21.7827,20.0070,21.6827,21.00,0.0010,25.00
365.0,21.8489,20.0011,21.7066,21.00,0.0010,25.00
370.0,21.8793,20.0000,21.7379,21.00,0.0010,25.00
375.0,21.9272,20.0147,21.7935,21.00,0.0010,25.00
380.0,21.9414,19.9755,21.8239,21.00,0.0010,25.00
385.0,21.9892,19.9858,21.8501,21.00,0.0010,25.00
390.0,22.0342,19.9881,21.9050,21.00,0.0010,25.00
395.0,22.0507,19.9964,21.9200,21.00,0.0010,25.00
400.0,22.1007,19.9975,21.9581,21.00,0.0010,25.00
405.0,22.1127,19.9849,21.9935,21.00,0.0010,25.00
410.0,22.1525,19.9901,22.0172,21.00,0.0010,25.00
415.0,22.1856,19.9914,22.0603,21.00,0.0010,25.00
420.0,22.2024,20.0246,22.0821,21.00,0.0010,25.00
425.0,22.2687,20.0180,22.1147,21.00,0.0010,25.00
430.0,22.2818,19.9959,22.1635,21.00,0.0010,25.00
435.0,22.3232,19.9964,22.1701,21.00,0.0010,25.00
440.0,22.3640,19.9885,22.1866,21.00,0.0010,25.00
445.0,22.3944,19.9809,22.2567,21.00,0.0010,25.00
450.0,22.4294,19.9988,22.2956,21.00,0.0010,25.00
455.0,22.4444,19.9900,22.2952,21.00,0.0010,25.00
460.0,22.4678,19.9992,22.3086,21.00,0.0010,25.00
465.0,22.5042,19.9840,22.3533,21.00,0.0010,25.00
470.0,22.5012,19.9924,22.3816,21.00,0.0010,25.00
475.0,22.5348,20.0015,22.4103,21.00,0.0010,25.00
480.0,22.5657,20.0037,22.4284,21.00,0.0010,25.00
485.0,22.6003,20.0042,22.4723,21.00,0.0010,25.00
490.0,22.6560,19.9868,22.4985,21.00,0.0010,25.00
495.0,22.6572,20.0085,22.5046,21.00,0.0010,25.00
500.0,22.6948,19.9920,22.5526,21.00,0.0010,25.00
505.0,22.7551,20.0063,22.5918,21.00,0.0010,25.00
510.0,22.7483,19.9999,22.5984,21.00,0.0010,25.00
515.0,22.7962,19.9862,22.6184,21.00,0.0010,25.00
520.0,22.7885,19.9968,22.6451,21.00,0.0010,25.00
525.0,22.8285,20.0037,22.6771,21.00,0.0010,25.00
530.0,22.8387,20.0061,22.6778,21.00,0.0010,25.00
535.0,22.8757,19.9986,22.7205,21.00,0.0010,25.00
540.0,22.9237,20.0153,22.7385,21.00,0.0010,25.00
545.0,22.8965,20.0101,22.7842,21.00,0.0010,25.00
550.0,22.9636,19.9974,22.7869,21.00,0.0010,25.00
555.0,22.9833,20.0075,22.8280,21.00,0.0010,25.00
560.0,22.9899,20.0193,22.8227,21.00,0.0010,25.00
565.0,22.9958,20.0196,22.8617,21.00,0.0010,25.00
570.0,23.0489,19.9877,22.8809,21.00,0.0010,25.00
575.0,23.0593,19.9907,22.8905,21.00,0.0010,25.00
580.0,23.0966,20.0148,22.9223,21.00,0.0010,25.00
585.0,23.1143,19.9894,22.9537,21.00,0.0010,25.00
590.0,23.1674,19.9868,22.9591,21.00,0.0010,25.00
595.0,23.1519,19.9951,22.9659,21.00,0.0010,25.00
600.0,23.1573,20.0042,23.0029,21.00,0.0010,25.00
605.0,23.2021,19.9990,23.0141,21.00,0.0010,25.00
610.0,23.2235,19.9935,23.0394,21.00,0.0010,25.00
615.0,23.2665,19.9933,23.0615,21.00,0.0010,25.00
620.0,23.2761,19.9929,23.0646,21.00,0.0010,25.00
625.0,23.2863,19.9912,23.0845,21.00,0.0010,25.00
630.0,23.3279,20.0228,23.1243,21.00,0.0010,25.00
635.0,23.2942,20.0030,23.1328,21.00,0.0010,25.00
640.0,23.3242,20.0089,23.1307,21.00,0.0010,25.00
645.0,23.3373,19.9951,23.1823,21.00,0.0010,25.00
650.0,23.3666,19.9981,23.1950,21.00,0.0010,25.00
655.0,23.3652,19.9929,23.2028,21.00,0.0010,25.00
660.0,23.4235,19.9735,23.2142,21.00,0.0010,25.00
665.0,23.4242,19.9862,23.2529,21.00,0.0010,25.00
670.0,23.4169,19.9819,23.2651,21.00,0.0010,25.00
675.0,23.4435,19.9775,23.3022,21.00,0.0010,25.00
680.0,23.4873,19.9880,23.2991,21.00,0.0010,25.00
685.0,23.5148,20.0132,23.3152,21.00,0.0010,25.00
690.0,23.5548,19.9996,23.3258,21.00,0.0010,25.00
695.0,23.5897,20.0129,23.3516,21.00,0.0010,25.00
700.0,23.5561,20.0041,23.3655,21.00,0.0010,25.00
705.0,23.5442,20.0078,23.3873,21.00,0.0010,25.00
710.0,23.5373,19.9910,23.3849,21.00,0.0010,25.00
715.0,23.6011,20.0052,23.4010,21.00,0.0010,25.00
720.0,23.5951,20.0073,23.4155,21.00,0.0010,25.00
725.0,23.6184,19.9942,23.4431,21.00,0.0010,25.00
730.0,23.6297,20.0056,23.4648,21.00,0.0010,25.00
735.0,23.6541,20.0057,23.4596,21.00,0.0010,25.00
740.0,23.6931,19.9945,23.4742,21.00,0.0010,25.00
745.0,23.6895,19.9888,23.4957,21.00,0.0010,25.00
750.0,23.6977,19.9882,23.5040,21.00,0.0010,25.00
755.0,23.6944,20.0009,23.5297,21.00,0.0010,25.00
760.0,23.6957,20.0033,23.5113,21.00,0.0010,25.00
765.0,23.7334,19.9921,23.5389,21.00,0.0010,25.00
770.0,23.7558,20.0003,23.5526,21.00,0.0010,25.00
775.0,23.8058,20.0057,23.5503,21.00,0.0010,25.00
780.0,23.7865,20.0062,23.5768,21.00,0.0010,25.00
785.0,23.8168,20.0155,23.5900,21.00,0.0010,25.00
790.0,23.8002,20.0128,23.6097,21.00,0.0010,25.00
795.0,23.7994,19.9900,23.6353,21.00,0.0010,25.00
800.0,23.7873,20.0168,23.6262,21.00,0.0010,0.00
805.0,23.7500,19.9947,23.5970,21.00,0.0010,0.00
810.0,23.7678,20.0104,23.5743,21.00,0.0010,0.00
815.0,23.6705,20.0007,23.5501,21.00,0.0010,0.00
820.0,23.6661,19.9959,23.4941,21.00,0.0010,0.00
825.0,23.5942,19.9819,23.4592,21.00,0.0010,0.00
830.0,23.5943,19.9983,23.4387,21.00,0.0010,0.00
835.0,23.5472,19.9844,23.3961,21.00,0.0010,0.00
840.0,23.5007,20.0097,23.3705,21.00,0.0010,0.00
845.0,23.4677,20.0152,23.3299,21.00,0.0010,0.00
850.0,23.4206,19.9920,23.3036,21.00,0.0010,0.00
855.0,23.4082,20.0030,23.2531,21.00,0.0010,0.00
860.0,23.3563,19.9927,23.2307,21.00,0.0010,0.00
865.0,23.3073,19.9937,23.1964,21.00,0.0010,0.00
870.0,23.2731,20.0077,23.1545,21.00,0.0010,0.00
875.0,23.2694,19.9996,23.1195,21.00,0.0010,0.00
880.0,23.2653,20.0174,23.1109,21.00,0.0010,0.00
885.0,23.2050,19.9952,23.0699,21.00,0.0010,0.00
890.0,23.1679,20.0100,23.0328,21.00,0.0010,0.00
895.0,23.1449,20.0010,23.0122,21.00,0.0010,0.00
900.0,23.1346,20.0080,22.9948,21.00,0.0010,0.00
905.0,23.0825,19.9955,22.9315,21.00,0.0010,0.00
910.0,23.0399,19.9995,22.9105,21.00,0.0010,0.00
915.0,23.0407,19.9988,22.8878,21.00,0.0010,0.00
920.0,22.9979,19.9916,22.8835,21.00,0.0010,0.00
925.0,22.9912,20.0066,22.8440,21.00,0.0010,0.00
930.0,22.9356,20.0065,22.8214,21.00,0.0010,0.00
935.0,22.8793,20.0059,22.7752,21.00,0.0010,0.00
940.0,22.8486,20.0154,22.7487,21.00,0.0010,0.00
945.0,22.8815,20.0145,22.7379,21.00,0.0010,0.00
950.0,22.8559,19.9963,22.7079,21.00,0.0010,0.00
955.0,22.7910,20.0037,22.6871,21.00,0.0010,0.00
960.0,22.7605,19.9938,22.6542,21.00,0.0010,0.00
965.0,22.7713,20.0002,22.6338,21.00,0.0010,0.00
970.0,22.6941,19.9940,22.6077,21.00,0.0010,0.00
975.0,22.6729,20.0162,22.5894,21.00,0.0010,0.00
980.0,22.6785,20.0036,22.5655,21.00,0.0010,0.00
985.0,22.6329,19.9978,22.5173,21.00,0.0010,0.00
990.0,22.6162,20.0119,22.4875,21.00,0.0010,0.00
995.0,22.5888,19.9783,22.4966,21.00,0.0010,0.00
1000.0,22.6334,19.9799,22.4911,21.00,0.0010,50.00
1005.0,22.7406,20.0080,22.5131,21.00,0.0010,50.00
1010.0,22.7945,20.0006,22.5711,21.00,0.0010,50.00
1015.0,22.8837,20.0025,22.6627,21.00,0.0010,50.00
1020.0,22.9065,19.9867,22.7440,21.00,0.0010,50.00
1025.0,23.0222,19.9998,22.8253,21.00,0.0010,50.00
1030.0,23.0811,20.0200,22.8843,21.00,0.0010,50.00
1035.0,23.1473,20.0082,22.9464,21.00,0.0010,50.00
1040.0,23.2270,20.0017,23.0113,21.00,0.0010,50.00
1045.0,23.3098,19.9956,23.0896,21.00,0.0010,50.00
1050.0,23.4059,19.9961,23.1548,21.00,0.0010,50.00
1055.0,23.4312,19.9787,23.2152,21.00,0.0010,50.00
1060.0,23.5276,20.0026,23.3125,21.00,0.0010,50.00
1065.0,23.5857,20.0085,23.3757,21.00,0.0010,50.00
1070.0,23.6564,19.9842,23.4343,21.00,0.0010,50.00
1075.0,23.7498,19.9934,23.4779,21.00,0.0010,50.00
1080.0,23.8064,19.9884,23.5591,21.00,0.0010,50.00
1085.0,23.8874,19.9903,23.6196,21.00,0.0010,50.00
1090.0,23.9218,20.0005,23.6795,21.00,0.0010,50.00
1095.0,23.9745,19.9792,23.7486,21.00,0.0010,50.00
1100.0,24.0466,20.0061,23.8028,21.00,0.0010,50.00
1105.0,24.1178,20.0075,23.8634,21.00,0.0010,50.00
1110.0,24.1776,19.9975,23.9212,21.00,0.0010,50.00
1115.0,24.2127,19.9752,23.9763,21.00,0.0010,50.00
1120.0,24.2958,19.9900,24.0124,21.00,0.0010,50.00
1125.0,24.3575,20.0123,24.0878,21.00,0.0010,50.00
1130.0,24.4614,19.9722,24.1373,21.00,0.0010,50.00
1135.0,24.5060,19.9965,24.1853,21.00,0.0010,50.00
1140.0,24.5080,19.9882,24.2695,21.00,0.0010,50.00
1145.0,24.5753,20.0080,24.3239,21.00,0.0010,50.00
1150.0,24.6071,19.9932,24.3734,21.00,0.0010,50.00
1155.0,24.6792,20.0040,24.4149,21.00,0.0010,50.00
1160.0,24.7512,20.0057,24.4777,21.00,0.0010,50.00
1165.0,24.8223,20.0184,24.5156,21.00,0.0010,50.00
1170.0,24.8361,19.9980,24.5681,21.00,0.0010,50.00
1175.0,24.8896,20.0038,24.6051,21.00,0.0010,50.00
1180.0,24.9110,19.9851,24.6694,21.00,0.0010,50.00
1185.0,25.0013,20.0119,24.7148,21.00,0.0010,50.00
1190.0,25.0333,19.9924,24.7493,21.00,0.0010,50.00
1195.0,25.0934,19.9944,24.8093,21.00,0.0010,50.00
1200.0,25.1352,19.9998,24.8560,21.00,0.0010,50.00
1205.0,25.1990,19.9844,24.9211,21.00,0.0010,50.00
1210.0,25.2133,20.0023,24.9579,21.00,0.0010,50.00
1215.0,25.2661,20.0097,24.9943,21.00,0.0010,50.00
1220.0,25.3844,20.0029,25.0413,21.00,0.0010,50.00
1225.0,25.3619,19.9841,25.0833,21.00,0.0010,50.00
1230.0,25.4110,19.9988,25.1244,21.00,0.0010,50.00
1235.0,25.5143,20.0074,25.1586,21.00,0.0010,50.00
1240.0,25.5798,19.9812,25.2104,21.00,0.0010,50.00
1245.0,25.5419,19.9893,25.2464,21.00,0.0010,50.00
1250.0,25.6010,20.0088,25.2828,21.00,0.0010,50.00
1255.0,25.6577,20.0027,25.3413,21.00,0.0010,50.00
1260.0,25.7274,20.0041,25.3805,21.00,0.0010,50.00
1265.0,25.7145,20.0186,25.3986,21.00,0.0010,50.00
1270.0,25.7703,20.0047,25.4546,21.00,0.0010,50.00
1275.0,25.8311,20.0066,25.5047,21.00,0.0010,50.00
1280.0,25.8642,20.0271,25.5438,21.00,0.0010,50.00
1285.0,25.8874,19.9979,25.5814,21.00,0.0010,50.00
1290.0,25.9312,19.9920,25.6090,21.00,0.0010,50.00
1295.0,25.9448,20.0043,25.6372,21.00,0.0010,50.00
1300.0,26.0055,20.0044,25.6713,21.00,0.0010,50.00
1305.0,26.0424,19.9947,25.7217,21.00,0.0010,50.00
1310.0,26.0894,19.9897,25.7577,21.00,0.0010,50.00
1315.0,26.1103,20.0231,25.8020,21.00,0.0010,50.00
1320.0,26.1669,20.0033,25.8349,21.00,0.0010,50.00
1325.0,26.2134,19.9927,25.8569,21.00,0.0010,50.00
1330.0,26.2315,20.0092,25.8796,21.00,0.0010,50.00
1335.0,26.2702,19.9989,25.9224,21.00,0.0010,50.00
1340.0,26.2986,19.9975,25.9608,21.00,0.0010,50.00
1345.0,26.3314,20.0056,25.9893,21.00,0.0010,50.00
1350.0,26.3505,19.9871,26.0178,21.00,0.0010,50.00
1355.0,26.4043,20.0035,26.0579,21.00,0.0010,50.00
1360.0,26.4287,20.0191,26.0818,21.00,0.0010,50.00
1365.0,26.5048,20.0047,26.1116,21.00,0.0010,50.00
1370.0,26.5263,19.9962,26.1517,21.00,0.0010,50.00
1375.0,26.5340,19.9949,26.1748,21.00,0.0010,50.00
1380.0,26.5421,19.9959,26.2112,21.00,0.0010,50.00
1385.0,26.5658,19.9975,26.2410,21.00,0.0010,50.00
1390.0,26.6422,19.9962,26.2561,21.00,0.0010,50.00
1395.0,26.6535,20.0092,26.2915,21.00,0.0010,50.00
1400.0,26.6874,19.9827,26.3391,21.00,0.0010,50.00
1405.0,26.6721,20.0086,26.3412,21.00,0.0010,50.00
1410.0,26.7544,19.9962,26.3594,21.00,0.0010,50.00
1415.0,26.7734,20.0038,26.3894,21.00,0.0010,50.00
1420.0,26.7702,19.9887,26.4354,21.00,0.0010,50.00
1425.0,26.8108,20.0133,26.4621,21.00,0.0010,50.00
1430.0,26.8529,20.0125,26.4870,21.00,0.0010,50.00
1435.0,26.8758,20.0096,26.5264,21.00,0.0010,50.00
1440.0,26.8956,19.9849,26.5133,21.00,0.0010,50.00
1445.0,26.9258,20.0083,26.5694,21.00,0.0010,50.00
1450.0,26.9489,20.0040,26.6061,21.00,0.0010,50.00
1455.0,26.9828,19.9839,26.6040,21.00,0.0010,50.00
1460.0,27.0346,19.9998,26.6360,21.00,0.0010,50.00
1465.0,26.9789,20.0036,26.6565,21.00,0.0010,50.00
1470.0,27.0504,20.0056,26.6789,21.00,0.0010,50.00
1475.0,27.0831,20.0018,26.7082,21.00,0.0010,50.00
1480.0,27.1097,20.0029,26.7490,21.00,0.0010,50.00
1485.0,27.1202,20.0147,26.7761,21.00,0.0010,50.00
1490.0,27.1162,20.0123,26.7771,21.00,0.0010,50.00
1495.0,27.1812,19.9713,26.8220,21.00,0.0010,50.00
1500.0,27.2322,19.9968,26.8254,21.00,0.0010,50.00
1505.0,27.1897,19.9984,26.8645,21.00,0.0010,50.00
1510.0,27.2601,19.9825,26.8676,21.00,0.0010,50.00
1515.0,27.2584,20.0009,26.8912,21.00,0.0010,50.00
1520.0,27.2856,20.0125,26.9146,21.00,0.0010,50.00
1525.0,27.2874,19.9891,26.9636,21.00,0.0010,50.00
1530.0,27.3231,20.0034,26.9608,21.00,0.0010,50.00
1535.0,27.3769,19.9908,26.9656,21.00,0.0010,50.00
1540.0,27.3834,19.9933,27.0024,21.00,0.0010,50.00
1545.0,27.4270,20.0148,27.0089,21.00,0.0010,50.00
1550.0,27.4362,19.9946,27.0271,21.00,0.0010,50.00
1555.0,27.4415,20.0046,27.0604,21.00,0.0010,50.00
1560.0,27.4874,19.9813,27.0707,21.00,0.0010,50.00
1565.0,27.4808,20.0186,27.0920,21.00,0.0010,50.00
1570.0,27.5079,20.0060,27.1080,21.00,0.0010,50.00
1575.0,27.5045,19.9982,27.1296,21.00,0.0010,50.00
1580.0,27.5306,20.0058,27.1486,21.00,0.0010,50.00
1585.0,27.5340,19.9859,27.1429,21.00,0.0010,50.00
1590.0,27.5861,20.0118,27.1866,21.00,0.0010,50.00
1595.0,27.5609,19.9968,27.1876,21.00,0.0010,50.00
1600.0,27.5596,19.9980,27.1846,21.00,0.0010,0.00
1605.0,27.4487,19.9951,27.1487,21.00,0.0010,0.00
1610.0,27.3900,19.9942,27.0782,21.00,0.0010,0.00
1615.0,27.2980,20.0069,26.9930,21.00,0.0010,0.00
1620.0,27.2371,20.0026,26.9299,21.00,0.0010,0.00
1625.0,27.1341,20.0065,26.8303,21.00,0.0010,0.00
1630.0,27.0080,19.9999,26.7626,21.00,0.0010,0.00
1635.0,26.9589,20.0051,26.6847,21.00,0.0010,0.00
1640.0,26.8587,19.9958,26.6149,21.00,0.0010,0.00
1645.0,26.7946,20.0223,26.5439,21.00,0.0010,0.00
1650.0,26.7590,19.9843,26.4577,21.00,0.0010,0.00
1655.0,26.6663,20.0126,26.4025,21.00,0.0010,0.00
1660.0,26.5652,20.0137,26.3244,21.00,0.0010,0.00
1665.0,26.4855,19.9915,26.2342,21.00,0.0010,0.00
1670.0,26.4339,20.0223,26.1637,21.00,0.0010,0.00
1675.0,26.3373,20.0100,26.1143,21.00,0.0010,0.00
1680.0,26.2775,20.0097,26.0441,21.00,0.0010,0.00
1685.0,26.2273,20.0003,25.9781,21.00,0.0010,0.00
1690.0,26.1752,19.9978,25.9124,21.00,0.0010,0.00
1695.0,26.0962,19.9979,25.8494,21.00,0.0010,0.00
1700.0,25.9709,20.0039,25.7919,21.00,0.0010,0.00
1705.0,25.9564,20.0140,25.7074,21.00,0.0010,0.00
1710.0,25.8861,20.0018,25.6436,21.00,0.0010,0.00
1715.0,25.8281,19.9909,25.5820,21.00,0.0010,0.00
1720.0,25.7882,20.0082,25.5342,21.00,0.0010,0.00
1725.0,25.6514,20.0092,25.4830,21.00,0.0010,0.00
1730.0,25.6184,20.0065,25.4061,21.00,0.0010,0.00
1735.0,25.5804,20.0075,25.3261,21.00,0.0010,0.00
1740.0,25.4760,19.9973,25.2755,21.00,0.0010,0.00
1745.0,25.4771,19.9907,25.2263,21.00,0.0010,0.00
1750.0,25.3955,19.9913,25.1719,21.00,0.0010,0.00
1755.0,25.3464,19.9836,25.1170,21.00,0.0010,0.00
1760.0,25.2602,20.0024,25.0657,21.00,0.0010,0.00
1765.0,25.2307,19.9992,25.0071,21.00,0.0010,0.00
1770.0,25.1793,19.9956,24.9664,21.00,0.0010,0.00
1775.0,25.1068,19.9704,24.8954,21.00,0.0010,0.00
1780.0,25.0517,19.9875,24.8405,21.00,0.0010,0.00
1785.0,24.9980,20.0112,24.8016,21.00,0.0010,0.00
1790.0,24.9216,19.9934,24.7297,21.00,0.0010,0.00
1795.0,24.8828,20.0036,24.6979,21.00,0.0010,0.00
1800.0,24.8479,19.9861,24.6493,21.00,0.0010,15.00
1805.0,24.8396,20.0144,24.6170,21.00,0.0010,15.00
1810.0,24.8319,19.9986,24.6118,21.00,0.0010,15.00
1815.0,24.7705,20.0029,24.5693,21.00,0.0010,15.00
1820.0,24.7692,20.0233,24.5766,21.00,0.0010,15.00
1825.0,24.7815,20.0152,24.5346,21.00,0.0010,15.00
1830.0,24.7174,19.9969,24.5052,21.00,0.0010,15.00
1835.0,24.6965,19.9941,24.5001,21.00,0.0010,15.00
1840.0,24.6979,19.9967,24.4702,21.00,0.0010,15.00
1845.0,24.6919,20.0051,24.4553,21.00,0.0010,15.00
1850.0,24.6566,19.9989,24.4489,21.00,0.0010,15.00
1855.0,24.6645,19.9960,24.4328,21.00,0.0010,15.00
1860.0,24.6369,20.0147,24.4035,21.00,0.0010,15.00
1865.0,24.6187,19.9989,24.4024,21.00,0.0010,15.00
1870.0,24.5952,20.0230,24.3870,21.00,0.0010,15.00
1875.0,24.6132,20.0009,24.3730,21.00,0.0010,15.00
1880.0,24.5453,20.0179,24.3473,21.00,0.0010,15.00
1885.0,24.4922,20.0036,24.3392,21.00,0.0010,15.00
1890.0,24.5475,20.0096,24.2905,21.00,0.0010,15.00
1895.0,24.4897,19.9928,24.2901,21.00,0.0010,15.00
1900.0,24.4845,19.9915,24.2688,21.00,0.0010,15.00
1905.0,24.4923,20.0046,24.2631,21.00,0.0010,15.00
1910.0,24.4181,20.0099,24.2407,21.00,0.0010,15.00
1915.0,24.4093,20.0004,24.2296,21.00,0.0010,15.00
1920.0,24.3866,19.9871,24.2350,21.00,0.0010,15.00
1925.0,24.3873,19.9864,24.1996,21.00,0.0010,15.00
1930.0,24.3968,19.9857,24.1908,21.00,0.0010,15.00
1935.0,24.3834,19.9823,24.1698,21.00,0.0010,15.00
1940.0,24.3636,20.0011,24.1586,21.00,0.0010,15.00
1945.0,24.3151,20.0113,24.1438,21.00,0.0010,15.00
1950.0,24.2827,19.9999,24.1342,21.00,0.0010,15.00
1955.0,24.3156,19.9774,24.1276,21.00,0.0010,15.00
1960.0,24.2910,19.9981,24.1188,21.00,0.0010,15.00
1965.0,24.2956,19.9984,24.0920,21.00,0.0010,15.00
1970.0,24.2867,20.0210,24.0815,21.00,0.0010,15.00
1975.0,24.2618,19.9854,24.0510,21.00,0.0010,15.00
1980.0,24.2608,19.9961,24.0487,21.00,0.0010,15.00
1985.0,24.2368,20.0171,24.0462,21.00,0.0010,15.00
1990.0,24.2297,20.0045,24.0328,21.00,0.0010,15.00
1995.0,24.1921,20.0056,24.0138,21.00,0.0010,15.00
2000.0,24.1898,20.0011,24.0082,21.00,0.0010,15.00
2005.0,24.1847,20.0033,23.9921,21.00,0.0010,15.00
2010.0,24.1847,20.0078,23.9872,21.00,0.0010,15.00
2015.0,24.1481,19.9919,23.9662,21.00,0.0010,15.00
2020.0,24.1542,20.0088,23.9480,21.00,0.0010,15.00
2025.0,24.1264,19.9863,23.9434,21.00,0.0010,15.00
2030.0,24.1175,20.0033,23.8993,21.00,0.0010,15.00
2035.0,24.1247,20.0018,23.9212,21.00,0.0010,15.00
2040.0,24.0567,19.9938,23.8697,21.00,0.0010,15.00
2045.0,24.0592,19.9998,23.8779,21.00,0.0010,15.00
2050.0,24.0442,19.9938,23.8888,21.00,0.0010,15.00
2055.0,24.0160,19.9893,23.8783,21.00,0.0010,15.00
2060.0,24.0381,19.9965,23.8513,21.00,0.0010,15.00
2065.0,24.0558,19.9890,23.8454,21.00,0.0010,15.00
2070.0,24.0243,20.0032,23.8559,21.00,0.0010,15.00
2075.0,24.0234,19.9885,23.8271,21.00,0.0010,15.00
2080.0,24.0307,20.0071,23.8443,21.00,0.0010,15.00
2085.0,24.0252,19.9882,23.8119,21.00,0.0010,15.00
2090.0,23.9870,19.9943,23.8062,21.00,0.0010,15.00
2095.0,24.0054,19.9938,23.8085,21.00,0.0010,15.00
2100.0,23.9702,20.0133,23.7841,21.00,0.0010,15.00
2105.0,23.9417,20.0033,23.7633,21.00,0.0010,15.00
2110.0,23.9369,19.9979,23.7629,21.00,0.0010,15.00
2115.0,23.9096,20.0050,23.7544,21.00,0.0010,15.00
2120.0,23.9119,19.9789,23.7319,21.00,0.0010,15.00
2125.0,23.9132,19.9996,23.7340,21.00,0.0010,15.00
2130.0,23.9272,20.0200,23.7203,21.00,0.0010,15.00
